type,name,cached_count
Character,The Penguin,109
Character,"Lincoln ""LJ"" Burrows Jr",109
Character,William Johns,109
Character,Louis Ferretti,109
Character,Tetsuya,109
Character,Rukia,109
Freeform,Rocks Fall Everyone Dies,109
Character,Kaitou Kid,109
Relationship,Amane Misa/Rem,109
Fandom,Panik,109
Character,Mark Johnson (Star Trek),109
Relationship,Adam Lambert/Original Male Character,109
Character,Enrico Maxwell,109
Freeform,Marauder's Era,109
Fandom,Club Penguin,109
Character,Canon Female Character,109
Character,Laurent,109
Character,Isabella of Gisborne,109
Freeform,Rubbing,109
Freeform,Cadets,109
Relationship,Fujino Shizuru/Kuga Natsuki,109
Freeform,Moving Away,109
Character,Goth,109
Relationship,Rufus Shinra/Cloud Strife,109
Freeform,Federal Bureau of Investigation,109
Relationship,Linda Park/Wally West,109
Character,Torveld (Captive Prince),109
Character,Katniss's Daughter,109
Relationship,John Luther/Alice Morgan,109
Freeform,meow,109
Freeform,Disturbing Fluff,109
Freeform,Forced Oral,109
Character,David Gilmour,109
Fandom,Bishoujo Senshi Sailor Moon | Pretty Guardian Sailor Moon (TV),109
Character,Piper (Storm Hawks),109
Relationship,Nico di Angelo/Annabeth Chase/Percy Jackson,109
Character,Eirika,109
Character,Groove (Transformers),109
Relationship,Thranduil/Legolas,109
Freeform,chicken,109
Freeform,Dark-ish,109
Relationship,Jon Arryn/Lysa Tully Arryn,109
Freeform,First time with a man,109
Freeform,pesterlogs,109
Character,Roadbuster (Transformers),109
Character,Basco ta Jolokia,109
Freeform,Norway (Country),109
Freeform,subtle,109
Freeform,Forced Drug Use,109
Freeform,Human Lucifer,109
Relationship,Merry Brandybuck & Pippin Took,109
Freeform,Zero-gravity sex,109
Freeform,Teen love,109
Freeform,toy,109
Freeform,sexploration,109
Freeform,Wayne Manor,109
Freeform,thumb sucking,109
Freeform,Evil Peter,109
Relationship,clint/darcy,109
Freeform,bites,109
Freeform,Kidnapped John,109
Relationship,McDanno - Relationship,109
Relationship,Jason Gideon/Emily Prentiss,109
Relationship,Choi Siwon/Kim Heechul,109
Character,Daeron II Targaryen,109
Character,Sofia Robbin Sloan Torres,109
Character,Coric (Star Wars),109
Freeform,pyrokinesis,109
Freeform,i don't know where this came from,109
Relationship,John Egbert & Jade Harley,109
Freeform,sorry for this,109
Freeform,Not Betaed,109
Character,Jefferson Pierce,109
Freeform,Waffle House,109
Freeform,Eventual Threesome,109
Freeform,Perfectionism,109
Freeform,I have a problem,109
Freeform,Meowrails,109
Character,Clark Triton,109
Freeform,This is my first work,109
Freeform,Phantom of the Opera AU,109
Character,Vanessa,109
Freeform,Hysteria,109
Freeform,sequel fic,109
Freeform,asylum AU,109
Character,Jack Johnson,109
Relationship,Dummy & Tony Stark,109
Character,Index Librorum Prohibitorum,109
Relationship,Mikuri/Tsuwabuki Daigo | Steven Stone/Wallace,109
Freeform,oh the angst,109
Fandom,BattleTech: MechWarrior,109
Freeform,C-PTSD,109
Freeform,Community: hp_nextgen_fest,109
Freeform,Couch,109
Freeform,Feelings Jams,109
Character,May Kanker,109
Freeform,Partner sharing,109
Character,Cheria Barnes,109
Freeform,gross sobbing,109
Character,Farore (Legend of Zelda),109
Freeform,cheerleading,109
Character,Pia (ASoIaF),109
Relationship,Tony Stark & Ho Yinsen,109
Freeform,Illiteracy,109
Freeform,all of the angst,109
Relationship,GaaNaru,109
Character,Ino Yamanaka,109
Relationship,Natasha/Clint,109
Freeform,Smart Is The New Sexy,109
Freeform,interfacing,109
Freeform,Minor panic attack,109
Character,Karliah,109
Freeform,cat fic,109
Character,idk - Character,109
Character,Hunter Pence,109
Freeform,Canon Expansion,109
Freeform,Undeath,109
Relationship,Charlie Bradbury/Anna Milton,109
Freeform,Hulk Feels,109
Freeform,talks,109
Freeform,Werewolf Senses,109
Freeform,Bite Kink,109
Relationship,Cronus Ampora/Eridan Ampora,109
Character,Jordan McKee,109
Freeform,Pet fic,109
Freeform,and some angst,109
Freeform,tw: panic attack,109
Freeform,kidnappings,109
Character,Ginny Weasley (mentioned),109
Freeform,Baby Angels,109
Freeform,Others Mentioned - Freeform,109
Character,Sapphire (Elder Scrolls),109
Freeform,No Voldemort,109
Freeform,Oil Gland Kink,109
Freeform,Pre-Steve Rogers/Tony Stark,109
Freeform,1st person,109
Relationship,RusAme - Relationship,109
Freeform,Kind of a character study,109
Freeform,Stubborn Dwarves,109
Relationship,Sam Winchester/ Dean Winchester,109
Freeform,time travel fic,109
Freeform,Distress,109
Freeform,AGH,109
Relationship,Gretel/Hansel (Hansel and Gretel: Witch Hunters),109
Freeform,light cursing,109
Freeform,stucky fluff,109
Fandom,DOGS (Manga),109
Freeform,so am I,109
Freeform,Deathshipping,109
Freeform,DPS,109
Character,Kido Reiji,109
Relationship,Arcobaleno/Sawada Tsunayoshi,109
Relationship,Corvo Attano/Daud (Dishonored),109
Relationship,Sumia/Tiamo | Cordelia,109
Freeform,with magic,109
Freeform,ESC,109
Fandom,Beauty and the Beast (TV 1987),109
Freeform,Human Alpha Stiles,109
Character,Levn | Lewyn,109
Relationship,Father and Son - Relationship,109
Freeform,Asexual Enjolras,109
Freeform,sensitive topics,109
Freeform,Swooning,109
Freeform,adorables,109
Relationship,Jung Daehyun/Kim Himchan,109
Relationship,Fernando Alonso/Jenson Button,109
Freeform,Redeemed Draco,109
Freeform,Swen - Freeform,109
Freeform,Charles is a Professor,109
Relationship,Gavin Free/Jack Pattillo,109
Freeform,cuddle piles,109
Freeform,writers block,109
Character,Kabal (Mortal Kombat),109
Freeform,Tony is a little shit,109
Freeform,fluff kinda,109
Freeform,Creeper Peter Hale,109
Freeform,Musician Dean Winchester,109
Freeform,85k,109
Character,Nico (Da Vinci's Demons),109
Character,Monica Joan (Call the Midwife),109
Character,Original Vehicon Character(s),109
Freeform,sorry for that,109
Freeform,The Last of Us - Freeform,109
Character,Alan Wilder,109
Freeform,References to Alcohol,109
Freeform,The Nine Realms,109
Relationship,Hattori Heiji/Touyama Kazuha,109
Freeform,i laugh,109
Character,Mochida Kensuke,109
Character,Edgar (Snowpiercer),109
Character,Tyler (Total Drama),109
Freeform,they have a kid,109
Freeform,Mating Bite,109
Freeform,Mentions of Emotional Abuse,109
Freeform,im so happy,109
Relationship,SeiGou,109
Freeform,super hero AU,109
Freeform,not a fix it,109
Freeform,agency and choices!,109
Freeform,King Derek Hale,109
Freeform,Top Lucifer,109
Character,Jimmy Pesto Jr.,109
Character,JM,109
Freeform,kinda smut,109
Freeform,Clingy,109
Character,Tenno (Warframe),109
Freeform,Group Hugs,109
Freeform,Alpha Jason,109
Freeform,Post-Dragon Age: Origins,109
Freeform,Uke Uchiha Sasuke,109
Freeform,Feminine Louis,109
Character,The Moment (Doctor Who),109
Freeform,Cloti - Freeform,109
Freeform,Adult Harry,109
Freeform,Negative Self Talk,109
Freeform,Dark Uzumaki Naruto,109
Freeform,Psychic Sam,109
Character,Iwatobi Swim Club,109
Freeform,MILD - Freeform,109
Relationship,Pyrrha Nikos/Yang Xiao Long,109
Freeform,Alive Marco Bott,109
Freeform,I'm so tired,109
Character,Darko,109
Freeform,reread?,109
Character,Lizzie Hearts,109
Freeform,So many kisses,109
Character,Shin Jiho | Xero,109
Character,Tord,109
Freeform,8 chapters,109
Freeform,short one-shot,109
Freeform,Smut for later,109
Character,Nikki,108
Character,Near,108
Fandom,A-Team,108
Character,Mary Lennox,108
Relationship,Mukahi Gakuto/Oshitari Yuushi,108
Character,Sookie St. James,108
Fandom,wrestling - Fandom,108
Fandom,Terminator Salvation (2009),108
Fandom,Green Wing,108
Character,Adrian,108
Fandom,Houston Knights,108
Relationship,Steven Gerrard/Fernando Torres,108
Fandom,The Dresden Files (TV),108
Relationship,Leonard McCoy/Nyota Uhura,108
Fandom,Crusade,108
Character,Colin Craven,108
Character,Alex Whitman,108
Character,George Boleyn,108
Character,Valentine (Romeo and Juliet),108
Relationship,Anthony DiNozzo/Abby Sciuto,108
Character,Fez,108
Character,Pete Campbell,108
Freeform,Nuclear Winter,108
Freeform,Future Tense,108
Character,Cheery Littlebottom,108
Freeform,rageprufrock,108
Character,Ges Vorrutyer,108
Character,Shadow Moon,108
Fandom,Coriolanus - Shakespeare,108
Character,Ethan (Sky High),108
Freeform,Star Trek: TOS,108
Freeform,voyuerism,108
Freeform,Fat Character,108
Character,Kathy Swanson,108
Freeform,Suspicion,108
Character,Jo Portman,108
Freeform,booze,108
Character,Mystery Character,108
Freeform,ranch,108
Character,Stephanie Tanner,108
Freeform,Insects,108
Character,Sabine,108
Character,Bizarro,108
Fandom,Withnail & I (1986),108
Freeform,Request Fill,108
Character,Samantha,108
Freeform,Trucks,108
Character,The Impala,108
Relationship,Hermione Granger/Oliver Wood,108
Character,Heine Rammsteiner,108
Character,Outer Senshi,108
Character,Joan Garrick,108
Relationship,Euphemia li Britannia/Kururugi Suzaku,108
Character,Takenaka Hanbei,108
Freeform,corner time,108
Character,Lulu Spencer,108
Fandom,Oz - L. Frank Baum,108
Character,Lock,108
Relationship,Sasuke/Naruto,108
Character,James (Inception),108
Freeform,No Condoms,108
Freeform,Community: crack_and_roll,108
Character,Andruil,108
Freeform,Jack-o'-lanterns,108
Freeform,Stray,108
Character,Kona | Kono Kalakaua (2010),108
Character,J.A.R.V.I.S.,108
Character,Subject Delta,108
Fandom,Red Dragon - Thomas Harris,108
Freeform,Harsh Language,108
Character,Meka Hanamoa,108
Character,Children - Character,108
Freeform,Filipino Character,108
Freeform,Evil Wins,108
Freeform,ridiculous fluff,108
Character,Robert de Sablé,108
Relationship,Orochimaru/Yakushi Kabuto,108
Character,Anairë,108
Fandom,The Eagle (2011),108
Freeform,Umbrella Academy - Freeform,108
Relationship,Diamonds Droog/Spades Slick,108
Freeform,Collection: Purimgifts Extras,108
Freeform,The Great Game,108
Freeform,Razors,108
Character,Cheren,108
Character,Yang Yoseob,108
Freeform,POV Experimental,108
Freeform,Fire Nation,108
Character,Knights of the Round Table,108
Freeform,Original Player Characters,108
Relationship,Jade Harley & Dave Strider,108
Freeform,Imposter,108
Freeform,Kama Sutra,108
Relationship,Penelope Garcia/David Rossi,108
Relationship,Billie Piper/David Tennant,108
Freeform,boss/employee,108
Freeform,lots of fighting,108
Relationship,Daenerys Targaryen/Viserys Targaryen,108
Character,Sollux,108
Freeform,epidemic,108
Character,Ruki (Musician),108
Freeform,Mostly humor,108
Relationship,Eleventh Doctor & Amy Pond & Rory Williams,108
Freeform,Harvard University,108
Relationship,Eridan Ampora/Sollux Captor/Feferi Peixes,108
Character,Sheogorath,108
Freeform,stalkers,108
Freeform,Alpha Timeline,108
Freeform,Eugenics,108
Freeform,ball play,108
Freeform,5000 - 10000 words,108
Character,Eleazar (Twilight),108
Relationship,Beyond Birthday/Yagami Light,108
Character,Auto-Responder,108
Fandom,Legend of Zelda: Skyward Sword,108
Freeform,sex ed,108
Freeform,Lots of drinking,108
Freeform,Hypersensitivity,108
Character,Irina (Twilight),108
Freeform,Noodle Incidents,108
Freeform,Ministry Work,108
Freeform,Mentions of Suicide Attempts,108
Freeform,Sunbathing,108
Freeform,Spock POV,108
Freeform,lokane - Freeform,108
Freeform,NYADA,108
Relationship,Bonnie Bennett/Klaus Mikaelson,108
Relationship,Corso Riggs/Female Smuggler,108
Freeform,75th Hunger Games,108
Character,Tarzan,108
Freeform,masterpieces,108
Freeform,tickle fight,108
Relationship,msr - Relationship,108
Freeform,Beautiful art,108
Fandom,Supernatural Novels - Various,108
Freeform,humanization,108
Freeform,Uchiha,108
Freeform,blackmailing,108
Freeform,teen for swearing,108
Freeform,a bit of humor,108
Freeform,no joke,108
Freeform,marvel crossover,108
Relationship,Calliope/Jane Crocker/Roxy Lalonde,108
Relationship,Baekhyun/Chanyeol,108
Freeform,gay porn,108
Relationship,Nick Fury & Maria Hill,108
Relationship,Molly Hooper & Sherlock Holmes,108
Fandom,Jay Park (Musician),108
Freeform,Stiles is a Little Shit,108
Freeform,Re-write,108
Freeform,Vidlet,108
Freeform,Sailors,108
Freeform,Helpless,108
Freeform,FBI AU,108
Freeform,Father Son Bonding,108
Freeform,Burnout - Freeform,108
Freeform,Multiple times,108
Freeform,Sex Machine,108
Freeform,BAMF Sam,108
Freeform,Hurt/confort,108
Freeform,how do tags work,108
Freeform,Title Subject to Change,108
Relationship,Clef/Ryuuzaki Umi,108
Freeform,Castiel Angst,108
Freeform,mentions of cutting,108
Freeform,Natasha Romanoff - Freeform,108
Freeform,Supernatural Hunters,108
Relationship,snark and stripes,108
Freeform,POV Jim Moriarty,108
Freeform,Huntbastian,108
Freeform,Q Branch,108
Freeform,that's all it is,108
Character,Pippa (Rise of the Guardians),108
Relationship,Mulan/Red Riding Hood | Ruby,108
Character,Konpaku Youmu,108
Freeform,Original Pokemon Region,108
Relationship,Legolas/Kíli,108
Freeform,Stiles whump,108
Freeform,First Loves,108
Character,AU - Character,108
Relationship,Richard Armitage/Graham McTavish,108
Freeform,Emotionally Constipated Derek,108
Freeform,Realizing Feelings,108
Freeform,Virgin Derek,108
Freeform,Protective!Spock,108
Character,Karkat Vantas (Mentioned),108
Fandom,The Immortals - Tamora Pierce,108
Freeform,Pack Hierarchy,108
Freeform,BAMF Allison,108
Freeform,im sorry for this,108
Freeform,Target Practice,108
Freeform,spicy!,108
Freeform,doggy,108
Freeform,Mentions of Therapy,108
Freeform,1st POV,108
Freeform,Human Smaug,108
Freeform,Prostitute Stiles,108
Freeform,Pottertalia,108
Freeform,Dimples,108
Relationship,YooMin,108
Relationship,"Steve Rogers & James ""Bucky"" Barnes",108
Freeform,tiny!Steve,108
Freeform,Faerie AU,108
Character,Billie Lurk,108
Character,Joshua Nolan,108
Freeform,dont read this,108
Freeform,pee desperation,108
Freeform,Sexytime,108
Freeform,smiling,108
Freeform,Sam In Panties,108
Character,Kirisaki Daiichi High (Characters),108
Character,Maglor's Wife,108
Freeform,smut in chapter 2,108
Freeform,Poor Draco,108
Relationship,Jung Daehyun/Moon Jongup,108
Fandom,Sleeping Beauty - All Media Types,108
Freeform,70,108
Freeform,Hurt Percy,108
Freeform,i'm not crying,108
Freeform,dc2,108
Freeform,garbage,108
Relationship,Ciel Phantomhive/Reader,108
Character,Angela Hansen,108
Freeform,Nerd Louis,108
Freeform,crossposted from tumblr,108
Relationship,Alarkling,108
Character,Lost Light Crew (Transformers),108
Freeform,Teen fic,108
Freeform,like holy shit,108
Character,Set (Ancient Egyptian),108
Freeform,baby girl - Freeform,108
Fandom,Nge,108
Freeform,Drunk Steve Rogers,108
Character,Imperial Agent | Cipher Nine,108
Relationship,James T. Kirk/Original Female Character(s),108
Freeform,Reveals,108
Relationship,Aramis/d'Artagnan,108
Freeform,lovely story,108
Freeform,Slight Internalized Homophobia,108
Freeform,magic!reveal,108
Character,Fenrisúlfr | Fenrir,108
Freeform,feedee,108
Character,Darcy (Newsies),108
Freeform,First Time for Everything Fest,108
Freeform,Tony dies,108
Freeform,Mentions of addiction,108
Character,Lady Smallwood,108
Freeform,Emotional Dean,108
Freeform,no smut though,108
Freeform,Castiel/Dean Winchester Drabble(s),108
Relationship,SteveTonybucky,108
Freeform,Tattoo Shop AU,108
Freeform,Consort Merlin,108
Relationship,Phil Coulson & Jemma Simmons,108
Relationship,Marco Bott/Reader,108
Relationship,Matoi Ryuuko/Sanageyama Uzu,108
Freeform,Vampire Levi (Shingeki no Kyojin),108
Character,Maggie Hart,108
Freeform,incoherent screaming,108
Freeform,Thramsay - Freeform,108
Freeform,Past Levi/Erwin Smith,108
Relationship,Boil/Waxer (Star Wars),108
Relationship,Lucius Malfoy & Harry Potter,108
Relationship,Ron Weasley/Reader,108
Freeform,holy cow,108
Freeform,WITCHES AU,108
Fandom,Defense of the Ancients | Dota,108
Relationship,Kim Burgess/Adam Ruzek,108
Fandom,Battle of the Planets,107
Character,Wooster,107
Relationship,Sirius Black/Draco Malfoy,107
Relationship,Laura Roslin/Kara Thrace,107
Character,Bill Scully Jr,107
Relationship,Legolas/Aragorn,107
Relationship,Egon Spengler/Peter Venkman,107
Freeform,Bad Spanish,107
Relationship,Muraki Kazutaka/Tsuzuki Asato,107
Character,Firo Prochainezo,107
Relationship,Mick Jagger/Keith Richards,107
Relationship,Dale Cooper/Albert Rosenfield,107
Character,Jason Street,107
Character,Yunho,107
Character,Roberto Luongo,107
Character,Ursa,107
Fandom,Blood and Chocolate (2007),107
Character,Midna,107
Relationship,Marcus Cole/Susan Ivanova,107
Relationship,"James ""Sawyer"" Ford/Jack Shephard",107
Character,Cait Sith,107
Freeform,tattooing,107
Character,Michael Coldsmith Briggs III,107
Freeform,Episode: s04e17 Absolute Power,107
Character,Spanner (Reborn),107
Fandom,Gymnastics RPF,107
Character,Cabbage Man (Avatar),107
Fandom,Freaks and Geeks,107
Character,Grace Adler,107
Fandom,Demi Lovato (Musician),107
Relationship,Illyria/Wesley Wyndam-Pryce,107
Character,Anatoly Sergievsky,107
Freeform,Chicken Pox,107
Fandom,Californication (TV),107
Character,Glenn,107
Character,Evgeni Plushenko,107
Character,Em,107
Character,Cliff,107
Freeform,Sexual Politics,107
Character,Undertaker - Character,107
Freeform,futuristic AU,107
Character,Ootori Yoshio,107
Relationship,Handsome Bob/One Two,107
Freeform,Aged-Up Character,107
Freeform,Community: 100_situations,107
Freeform,psychopathy,107
Character,Aaron Littleton,107
Character,Kilgharrah,107
Character,Wildrider (Transformers),107
Fandom,Il buono il brutto il cattivo | The Good The Bad and The Ugly (1966),107
Character,Kitty Winter,107
Character,Monaco (Hetalia: Axis Powers),107
Fandom,White Collar RPF,107
Character,Ijuuin Enzan | Eugene Chaud,107
Character,Agent Coulson,107
Freeform,Excitement,107
Character,Damien Wayne,107
Freeform,inventions,107
Fandom,James Bond - Ian Fleming,107
Freeform,court intrigue,107
Freeform,relationship angst,107
Freeform,tongue,107
Character,Conrad Achenleck,107
Character,DM,107
Fandom,daredevil - Fandom,107
Freeform,Alternate Universe - Vietnam,107
Character,Mojo Jojo,107
Character,Jane Margolis,107
Freeform,Competition-Set Fic,107
Relationship,Mark Zuckerberg/Eduardo Saverin,107
Freeform,Community College,107
Freeform,multiple orgasm,107
Character,Music Meister,107
Character,Arnold Rothstein,107
